"date","geography","geography code","Rural Urban","Age: All usual residents; measures: Value","Age: Age 0 to 4; measures: Value","Age: Age 5 to 7; measures: Value","Age: Age 8 to 9; measures: Value","Age: Age 10 to 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16 to 17; measures: Value","Age: Age 18 to 19; measures: Value","Age: Age 20 to 24; measures: Value","Age: Age 25 to 29; measures: Value","Age: Age 30 to 44; measures: Value","Age: Age 45 to 59; measures: Value","Age: Age 60 to 64; measures: Value","Age: Age 65 to 74; measures: Value","Age: Age 75 to 84; measures: Value","Age: Age 85 to 89; measures: Value","Age: Age 90 and over; measures: Value","Age: Mean Age; measures: Value","Age: Median Age; measures: Value"
"2011","E00003444","E00003444","Total",280,16,6,0,8,1,8,4,8,34,73,52,27,21,14,4,4,42.0,41.0
"2011","E00003450","E00003450","Total",316,19,3,3,2,2,2,2,14,42,98,63,27,18,16,3,2,41.3,38.0
"2011","E00003468","E00003468","Total",382,20,11,6,19,3,13,5,19,34,81,77,25,33,34,2,0,41.1,40.0
"2011","E00003449","E00003449","Total",218,9,2,1,2,0,2,0,3,15,63,34,15,29,38,4,1,50.0,50.5
"2011","E00003451","E00003451","Total",263,9,3,4,9,1,5,1,3,20,58,45,24,36,29,10,6,49.8,52.0
"2011","E00003454","E00003454","Total",268,8,13,3,4,0,0,2,8,33,92,37,17,25,15,6,5,42.5,37.5
"2011","E00003475","E00003475","Total",305,26,12,9,9,2,4,2,17,32,78,59,15,17,16,7,0,38.0,37.0
"2011","E00003481","E00003481","Total",155,2,2,0,0,0,0,1,6,12,33,22,7,8,38,16,8,58.0,59.0
"2011","E00003482","E00003482","Total",205,8,11,2,1,0,1,0,3,27,78,42,10,10,8,3,1,40.1,37.0
"2011","E00003485","E00003485","Total",243,14,10,8,13,1,6,2,13,9,65,54,13,23,7,3,2,39.5,41.0
"2011","E00003759","E00003759","Total",360,18,12,10,25,4,8,6,10,19,57,77,29,42,35,6,2,44.2,46.0
"2011","E00003765","E00003765","Total",183,3,0,0,0,0,0,1,2,14,31,23,14,26,44,7,18,61.0,66.0
"2011","E00003770","E00003770","Total",321,20,5,5,16,0,5,6,20,40,104,48,20,24,5,2,1,37.1,35.0
"2011","E00003778","E00003778","Total",240,6,2,2,3,0,1,0,2,7,24,28,14,60,55,22,14,63.5,70.5
"2011","E00003781","E00003781","Total",325,10,13,5,31,8,6,8,18,9,45,94,20,36,17,4,1,41.8,46.0
"2011","E00003766","E00003766","Total",325,26,12,2,11,2,7,3,10,20,82,52,28,23,29,12,6,43.6,42.0
"2011","E00003767","E00003767","Total",249,11,3,4,5,1,2,2,9,12,37,36,19,32,51,19,6,55.1,61.0
"2011","E00003771","E00003771","Total",290,20,12,5,12,3,8,1,11,13,67,50,19,29,28,9,3,43.7,42.0
"2011","E00003774","E00003774","Total",377,14,14,7,30,7,9,5,13,13,44,97,34,49,31,10,0,45.2,49.0
"2011","E00003775","E00003775","Total",275,11,2,3,16,4,2,3,12,11,40,46,23,43,32,19,8,51.2,53.0
"2011","E00003382","E00003382","Total",183,10,3,3,16,2,4,6,11,14,43,46,6,10,8,1,0,37.3,36.0
"2011","E00003383","E00003383","Total",257,26,10,2,9,4,2,2,15,29,90,43,8,9,6,2,0,33.9,34.0
"2011","E00003385","E00003385","Total",218,24,7,2,2,2,1,0,5,16,83,46,9,16,5,0,0,37.6,38.0
"2011","E00003388","E00003388","Total",284,25,9,7,9,4,6,4,13,28,98,42,8,14,12,3,2,35.7,34.0
"2011","E00003389","E00003389","Total",331,29,18,10,18,3,8,5,25,14,77,70,21,20,10,1,2,36.1,38.0
"2011","E00003427","E00003427","Total",236,26,11,5,11,1,2,3,13,19,85,37,10,11,2,0,0,32.6,34.0
"2011","E00003416","E00003416","Total",284,21,17,6,14,0,8,2,12,14,101,49,9,22,7,2,0,36.3,38.0
"2011","E00003417","E00003417","Total",214,15,5,2,11,0,5,3,17,20,59,42,12,8,13,2,0,37.8,37.0
"2011","E00003418","E00003418","Total",316,23,9,6,12,2,7,6,19,22,82,83,10,20,13,2,0,37.8,36.5
"2011","E00003420","E00003420","Total",243,17,8,4,7,0,5,1,14,23,76,54,12,14,6,2,0,37.4,36.0
"2011","E00003421","E00003421","Total",264,16,10,4,16,6,9,3,15,12,78,55,14,14,8,3,1,37.1,38.0
"2011","E00003381","E00003381","Total",338,23,15,7,13,3,7,6,17,33,98,69,24,16,3,4,0,36.3,35.0
"2011","E00003384","E00003384","Total",334,26,15,10,19,1,5,4,17,11,101,55,29,19,18,3,1,38.2,38.0
"2011","E00003419","E00003419","Total",422,44,19,11,23,1,13,13,24,34,127,81,11,9,9,2,1,32.1,33.0
"2011","E00003423","E00003423","Total",219,17,6,4,2,1,4,3,15,37,60,33,9,12,6,6,4,37.7,33.0
"2011","E00003430","E00003430","Total",286,21,16,9,15,3,4,3,11,9,74,55,23,18,14,7,4,40.0,41.0
"2011","E00003386","E00003386","Total",287,20,10,4,17,2,12,6,11,12,79,69,10,20,13,1,1,37.8,38.0
"2011","E00003391","E00003391","Total",296,31,15,3,12,2,5,3,10,20,97,56,11,16,12,2,1,35.9,36.0
"2011","E00003402","E00003402","Total",245,19,3,5,10,1,9,6,16,13,46,71,13,14,15,3,1,40.4,42.0
"2011","E00003413","E00003413","Total",243,18,8,8,9,1,1,1,10,30,72,42,11,13,15,2,2,37.9,36.0
"2011","E00003414","E00003414","Total",222,24,4,3,5,3,11,3,14,13,47,45,7,23,16,0,4,39.4,38.0
"2011","E00003914","E00003914","Total",256,14,9,9,19,3,2,7,10,13,60,70,12,15,12,1,0,38.2,40.5
"2011","E00003919","E00003919","Total",353,32,15,8,13,1,9,2,19,16,88,85,29,24,10,2,0,38.5,40.0
"2011","E00003922","E00003922","Total",316,19,7,6,13,3,9,5,18,33,80,77,18,14,10,4,0,37.7,36.5
"2011","E00003927","E00003927","Total",345,28,12,4,21,0,8,8,13,10,103,69,25,34,5,2,3,38.9,40.0
"2011","E00003935","E00003935","Total",292,23,9,6,14,1,5,2,19,9,79,68,23,20,10,2,2,39.2,40.5
"2011","E00003549","E00003549","Total",341,38,18,4,22,6,9,10,25,31,65,58,9,28,13,4,1,34.1,32.0
"2011","E00003575","E00003575","Total",314,29,19,11,33,6,4,8,19,15,63,49,13,23,8,7,7,34.9,32.5
"2011","E00003581","E00003581","Total",318,22,11,10,21,4,10,7,31,26,68,58,12,25,8,4,1,35.0,32.0
"2011","E00003584","E00003584","Total",305,20,19,8,22,4,11,10,19,17,59,57,11,24,13,9,2,37.1,38.0
"2011","E00003586","E00003586","Total",172,12,2,0,4,0,1,7,17,16,68,27,3,7,4,4,0,36.2,34.0
"2011","E00003587","E00003587","Total",333,46,20,12,19,5,12,13,27,34,55,63,6,8,7,5,1,29.2,26.0
"2011","E00003554","E00003554","Total",360,36,20,17,22,2,20,4,19,30,85,55,17,13,10,8,2,32.9,32.0
"2011","E00003555","E00003555","Total",325,31,18,8,26,7,8,7,18,19,87,44,11,23,5,9,4,34.4,35.0
"2011","E00003557","E00003557","Total",395,36,21,25,38,6,22,13,34,28,59,67,14,13,10,7,2,30.6,25.0
"2011","E00003595","E00003595","Total",305,23,18,10,26,4,13,11,31,22,60,42,16,16,9,3,1,32.3,28.0
"2011","E00003598","E00003598","Total",339,38,12,18,41,8,11,21,31,24,81,45,3,6,0,0,0,25.9,23.0
"2011","E00003547","E00003547","Total",248,13,8,7,21,0,10,6,13,13,49,49,13,30,6,7,3,39.9,38.0
"2011","E00003548","E00003548","Total",352,28,21,13,36,3,11,9,26,27,78,56,13,16,7,4,4,32.1,30.0
"2011","E00003571","E00003571","Total",298,18,8,6,22,8,15,11,17,12,59,63,16,20,19,3,1,38.0,40.0
"2011","E00003572","E00003572","Total",278,26,13,5,23,7,16,5,14,10,66,47,11,17,9,7,2,35.3,35.5
"2011","E00003573","E00003573","Total",308,13,13,10,35,5,9,8,22,12,67,57,15,26,12,3,1,36.5,37.0
"2011","E00003574","E00003574","Total",269,8,6,2,12,4,13,7,16,15,38,58,16,31,26,12,5,46.9,48.0
"2011","E00003582","E00003582","Total",350,33,11,12,28,10,7,6,20,18,74,57,16,26,25,3,4,37.2,38.0
"2011","E00003583","E00003583","Total",324,21,22,6,34,4,7,5,20,18,59,65,25,23,13,1,1,35.9,36.5
"2011","E00003591","E00003591","Total",277,19,9,2,11,2,5,5,12,12,50,57,14,47,26,5,1,45.3,47.0
"2011","E00003592","E00003592","Total",307,20,9,10,22,5,6,7,12,11,62,69,27,19,18,7,3,41.1,43.0
"2011","E00003552","E00003552","Total",252,15,10,9,25,2,7,1,10,8,50,41,13,26,23,7,5,42.0,42.0
"2011","E00003588","E00003588","Total",291,24,8,6,21,3,11,7,18,26,66,50,17,18,9,6,1,36.0,35.0
"2011","E00003589","E00003589","Total",264,12,14,6,19,0,8,11,17,19,63,49,17,12,11,4,2,37.0,36.0
"2011","E00003593","E00003593","Total",332,21,22,11,27,2,13,5,13,8,67,46,20,35,24,12,6,40.3,39.0
"2011","E00003594","E00003594","Total",384,49,30,18,48,7,17,7,28,20,75,43,12,21,7,1,1,27.2,23.0
"2011","E00003387","E00003387","Total",278,19,14,6,8,2,7,5,22,26,78,49,20,8,12,1,1,36.0,36.5
"2011","E00003392","E00003392","Total",297,18,13,9,16,4,12,10,16,25,74,54,18,16,5,6,1,35.3,34.0
"2011","E00003398","E00003398","Total",290,24,12,7,7,4,10,4,19,22,99,53,5,8,9,7,0,35.1,36.0
"2011","E00003424","E00003424","Total",338,42,19,9,15,1,4,7,18,54,103,45,9,11,1,0,0,29.2,29.5
"2011","E00003426","E00003426","Total",239,19,7,4,14,3,10,8,17,10,77,46,11,6,7,0,0,33.8,35.0
"2011","E00003399","E00003399","Total",226,11,10,4,16,1,9,4,14,6,71,57,9,10,3,0,1,36.2,38.5
"2011","E00003425","E00003425","Total",280,27,15,12,12,2,4,5,8,11,83,59,16,16,4,4,2,35.9,37.0
"2011","E00003428","E00003428","Total",283,14,8,3,9,1,4,2,12,20,80,70,17,28,11,2,2,41.7,41.0
"2011","E00003429","E00003429","Total",248,26,13,5,6,2,2,2,13,25,86,38,5,11,12,2,0,34.4,33.0
"2011","E00003431","E00003431","Total",290,31,8,2,8,3,6,4,14,42,96,49,7,13,7,0,0,33.8,33.0
"2011","E00003395","E00003395","Total",267,29,11,7,14,3,11,3,10,12,88,42,21,15,1,0,0,33.8,35.0
"2011","E00003400","E00003400","Total",238,21,3,4,9,1,4,3,7,10,58,29,10,34,29,8,8,47.3,44.0
"2011","E00003401","E00003401","Total",328,13,14,11,37,6,11,2,17,15,69,75,23,15,17,2,1,37.4,39.0
"2011","E00003406","E00003406","Total",271,20,17,5,11,3,13,5,15,12,91,53,3,10,8,4,1,34.5,35.0
"2011","E00003410","E00003410","Total",340,27,12,7,25,4,16,12,19,12,74,80,19,21,10,1,1,36.2,39.0
"2011","E00003393","E00003393","Total",290,16,9,6,8,1,9,5,22,16,76,68,19,24,9,1,1,39.4,41.0
"2011","E00003394","E00003394","Total",264,27,7,7,13,5,4,7,10,17,88,56,6,6,9,2,0,34.0,35.0
"2011","E00003397","E00003397","Total",254,27,11,6,23,1,11,2,16,25,56,42,12,13,5,2,2,32.7,30.5
"2011","E00003404","E00003404","Total",255,20,8,4,13,3,5,7,16,15,76,49,13,17,6,3,0,36.5,37.0
"2011","E00003408","E00003408","Total",247,18,11,6,20,4,4,5,16,10,70,47,9,13,12,2,0,36.0,37.0
"2011","E00003938","E00003938","Total",251,22,6,2,13,1,1,5,18,25,76,46,11,15,9,1,0,36.3,35.0
"2011","E00003941","E00003941","Total",239,24,13,8,20,3,6,1,12,19,62,49,8,7,7,0,0,32.1,32.0
"2011","E00003943","E00003943","Total",315,26,6,1,13,5,11,6,14,25,73,68,17,27,16,5,2,39.9,39.0
"2011","E00003944","E00003944","Total",279,18,10,5,14,1,4,8,12,20,69,51,17,19,24,5,2,41.1,39.0
"2011","E00003945","E00003945","Total",333,18,11,6,24,4,9,4,25,24,79,61,23,25,14,4,2,38.9,39.0
"2011","E00003118","E00003118","Total",299,14,1,1,0,0,0,2,18,51,69,45,15,27,25,17,14,47.5,42.0
"2011","E00003132","E00003132","Total",353,19,8,7,25,3,8,9,16,23,65,74,21,22,26,14,13,43.7,43.0
"2011","E00003134","E00003134","Total",471,19,20,24,41,4,14,7,18,17,94,77,24,43,29,16,24,42.8,43.0
"2011","E00003135","E00003135","Total",316,19,18,6,20,3,10,8,10,18,70,72,14,24,19,5,0,38.9,40.0
"2011","E00003137","E00003137","Total",202,11,3,1,4,0,1,3,15,32,83,29,9,6,5,0,0,35.2,32.0
"2011","E00003136","E00003136","Total",247,14,6,5,14,4,2,5,10,16,78,58,11,11,7,4,2,38.4,38.0
"2011","E00003138","E00003138","Total",299,19,9,7,23,5,9,11,19,18,65,53,19,23,17,1,1,37.9,39.0
"2011","E00003140","E00003140","Total",355,26,24,13,25,2,9,9,17,6,104,64,15,24,14,0,3,35.4,37.0
"2011","E00003141","E00003141","Total",377,29,21,12,28,6,9,5,21,12,91,78,24,24,13,2,2,36.5,39.0
"2011","E00003142","E00003142","Total",331,38,20,12,15,3,5,4,8,23,122,53,10,9,5,3,1,32.1,34.0
"2011","E00003120","E00003120","Total",336,25,11,8,34,6,10,5,19,15,76,76,14,16,16,2,3,36.7,39.5
"2011","E00003123","E00003123","Total",408,41,21,11,29,5,12,7,15,17,113,81,23,20,10,2,1,34.6,37.0
"2011","E00003139","E00003139","Total",396,23,19,5,27,8,15,11,12,12,83,83,23,34,18,12,11,41.5,42.0
"2011","E00003144","E00003144","Total",306,25,20,5,13,9,6,7,16,13,108,45,11,21,6,0,1,34.2,36.0
"2011","E00003147","E00003147","Total",298,18,12,8,13,6,4,1,16,23,77,52,28,25,10,2,3,39.3,38.5
"2011","E00003116","E00003116","Total",387,16,15,4,31,4,9,9,13,13,63,88,43,48,23,6,2,43.9,46.0
"2011","E00003126","E00003126","Total",296,21,9,1,17,2,7,7,9,14,60,60,35,28,19,6,1,43.1,45.0
"2011","E00003127","E00003127","Total",176,10,7,3,11,0,2,5,9,9,18,23,21,31,22,3,2,47.1,54.0
"2011","E00003129","E00003129","Total",390,12,7,8,22,6,8,5,16,8,47,71,28,40,51,40,21,53.1,54.0
"2011","E00003130","E00003130","Total",335,13,16,9,20,5,8,4,14,17,55,68,34,46,22,4,0,43.4,46.0
"2011","E00003233","E00003233","Total",301,21,12,15,25,8,6,7,7,8,51,70,19,23,23,5,1,39.7,42.0
"2011","E00003234","E00003234","Total",281,19,10,8,21,3,12,2,18,7,61,52,23,28,14,2,1,39.1,41.0
"2011","E00003235","E00003235","Total",413,34,14,18,36,5,20,5,17,10,96,94,26,15,20,3,0,36.1,40.0
"2011","E00003270","E00003270","Total",429,34,13,11,13,5,11,10,35,44,111,74,21,22,14,9,2,36.4,35.0
"2011","E00003271","E00003271","Total",283,23,4,4,9,5,9,8,13,33,73,69,14,15,4,0,0,35.7,34.0
"2011","E00003238","E00003238","Total",332,19,8,7,19,3,6,5,16,18,80,74,24,30,16,4,3,41.1,42.0
"2011","E00003239","E00003239","Total",374,24,22,8,20,2,7,6,11,18,95,80,18,32,21,7,3,40.2,41.0
"2011","E00003278","E00003278","Total",374,18,13,5,24,6,15,7,22,16,56,84,29,36,32,11,0,43.1,45.5
"2011","E00166615","E00166615","Total",281,22,18,5,14,0,7,6,4,30,74,53,13,22,10,2,1,36.6,37.0
"2011","E00166619","E00166619","Total",147,8,3,2,1,0,0,0,15,22,59,29,5,1,2,0,0,34.3,32.0
"2011","E00166621","E00166621","Total",222,17,6,5,2,1,1,2,14,47,83,26,5,8,4,1,0,33.1,32.0
"2011","E00166624","E00166624","Total",202,5,10,3,14,4,9,2,14,10,30,59,14,12,10,6,0,41.1,44.5
"2011","E00003236","E00003236","Total",228,19,6,3,11,2,4,2,25,22,68,37,6,14,7,0,2,34.5,33.0
"2011","E00003254","E00003254","Total",348,22,14,5,15,6,6,5,27,56,112,46,11,14,8,0,1,33.0,30.0
"2011","E00003258","E00003258","Total",329,28,13,8,22,3,5,8,15,21,75,68,18,28,12,5,0,37.1,38.0
"2011","E00003259","E00003259","Total",244,15,2,7,19,1,5,8,8,8,42,54,13,34,18,2,8,44.8,47.0
"2011","E00003262","E00003262","Total",237,13,14,4,16,2,6,4,8,12,60,37,21,16,19,3,2,40.3,40.0
"2011","E00003264","E00003264","Total",238,9,5,3,10,3,11,7,22,24,58,45,16,14,8,1,2,37.7,35.0
"2011","E00003257","E00003257","Total",319,35,15,10,17,2,3,5,15,41,103,45,13,11,4,0,0,31.5,33.0
"2011","E00003260","E00003260","Total",180,26,4,1,3,1,3,1,11,21,81,22,4,1,0,1,0,29.9,31.0
"2011","E00003261","E00003261","Total",226,23,5,2,6,2,1,1,9,22,88,27,15,19,6,0,0,36.5,35.0
"2011","E00003263","E00003263","Total",344,41,14,8,15,5,2,6,15,17,115,63,15,19,9,0,0,34.4,35.0
"2011","E00003265","E00003265","Total",407,43,22,16,25,11,8,4,14,26,112,78,17,21,10,0,0,32.9,35.0
"2011","E00003266","E00003266","Total",293,22,8,5,7,1,3,6,16,42,102,44,8,10,12,5,2,36.1,34.0
"2011","E00003710","E00003710","Total",273,14,7,1,14,4,7,4,13,16,39,52,23,32,36,6,5,46.6,48.0
"2011","E00003738","E00003738","Total",297,12,10,4,10,2,6,4,11,39,72,55,20,32,12,7,1,40.9,39.0
"2011","E00003739","E00003739","Total",234,9,7,5,4,2,5,4,8,15,30,55,17,30,34,7,2,48.9,51.0
"2011","E00003740","E00003740","Total",306,14,14,5,20,5,5,9,14,25,57,68,15,23,28,3,1,40.4,41.0
"2011","E00003741","E00003741","Total",195,15,5,2,9,1,2,2,8,11,54,26,9,19,28,2,2,43.3,38.0
"2011","E00003742","E00003742","Total",318,17,13,6,23,4,11,8,16,16,63,52,18,36,30,4,1,41.2,41.0
"2011","E00004049","E00004049","Total",332,20,12,9,15,3,3,4,16,46,104,57,15,19,6,2,1,35.5,33.0
"2011","E00004053","E00004053","Total",345,31,9,7,20,3,5,4,19,20,122,54,13,22,12,3,1,35.9,35.0
"2011","E00004056","E00004056","Total",318,17,5,9,13,5,5,9,17,18,87,57,19,30,22,4,1,40.9,40.0
"2011","E00004071","E00004071","Total",363,37,20,5,22,3,6,5,11,14,95,70,14,25,30,4,2,38.7,40.0
"2011","E00004074","E00004074","Total",375,32,25,9,26,1,8,3,19,21,92,70,23,23,18,4,1,36.8,38.0
"2011","E00003502","E00003502","Total",288,32,10,5,12,6,10,7,23,32,67,52,18,13,1,0,0,32.0,30.0
"2011","E00003504","E00003504","Total",294,18,4,7,20,1,7,4,18,17,78,58,15,25,16,3,3,40.0,40.0
"2011","E00003507","E00003507","Total",175,12,3,1,7,1,3,2,5,11,46,26,10,16,21,5,6,46.0,43.0
"2011","E00003508","E00003508","Total",516,87,25,14,31,6,12,13,43,50,141,59,12,10,10,3,0,27.6,27.0
"2011","E00003509","E00003509","Total",343,27,24,14,21,4,8,4,16,29,77,53,20,22,15,5,4,35.8,33.0
"2011","E00003543","E00003543","Total",280,26,15,7,8,9,4,7,18,19,53,57,13,27,13,3,1,37.5,37.0
"2011","E00003503","E00003503","Total",421,53,30,28,32,8,20,6,22,35,104,65,6,11,1,0,0,26.6,26.0
"2011","E00003505","E00003505","Total",270,24,12,4,11,6,7,6,15,19,87,52,9,16,2,0,0,33.9,34.5
"2011","E00003506","E00003506","Total",244,18,5,3,16,4,5,4,9,26,67,42,12,22,8,1,2,37.7,35.5
"2011","E00003513","E00003513","Total",371,35,24,17,43,9,12,11,23,23,77,58,10,18,6,2,3,29.8,26.0
"2011","E00003520","E00003520","Total",326,27,14,7,12,2,13,3,14,17,59,70,36,32,13,3,4,41.3,43.0
"2011","E00003512","E00003512","Total",347,62,32,9,24,2,7,9,38,18,76,40,9,19,2,0,0,26.4,23.0
"2011","E00003514","E00003514","Total",388,37,19,11,45,6,13,15,29,14,91,79,14,11,4,0,0,30.3,30.0
"2011","E00003516","E00003516","Total",322,32,11,14,26,5,17,9,20,13,80,48,18,19,4,5,1,33.0,33.0
"2011","E00166117","E00166117","Total",270,12,6,4,14,0,6,10,12,12,42,41,20,48,28,10,5,48.1,50.0
"2011","E00003493","E00003493","Total",326,32,12,12,18,6,14,12,25,25,57,54,9,17,23,9,1,35.3,31.5
"2011","E00003494","E00003494","Total",377,50,25,21,40,5,13,9,24,21,82,45,10,19,7,5,1,28.6,25.0
"2011","E00003517","E00003517","Total",394,41,19,13,43,3,20,12,19,27,97,55,9,17,17,2,0,30.8,29.5
"2011","E00003521","E00003521","Total",329,23,16,7,21,9,17,11,22,15,63,57,18,22,23,3,2,37.0,36.0
"2011","E00003523","E00003523","Total",334,38,18,8,31,4,6,9,31,20,59,59,13,16,16,6,0,33.2,30.0
"2011","E00003501","E00003501","Total",286,26,15,5,17,1,4,6,9,15,61,46,17,36,20,6,2,40.8,41.0
"2011","E00003540","E00003540","Total",246,20,11,4,6,4,5,5,21,19,49,46,20,23,11,1,1,38.4,37.0
"2011","E00003541","E00003541","Total",277,10,11,4,13,4,5,3,19,12,55,59,29,27,22,2,2,43.6,46.0
"2011","E00003542","E00003542","Total",326,24,14,8,14,2,10,8,13,12,62,57,25,54,21,1,1,42.1,43.5
"2011","E00003544","E00003544","Total",336,30,13,9,14,5,7,8,13,17,64,66,18,46,22,3,1,40.5,42.0
"2011","E00003110","E00003110","Total",236,17,5,1,14,2,4,3,10,17,55,42,15,33,10,7,1,42.4,43.0
"2011","E00003113","E00003113","Total",383,26,9,9,26,5,7,12,23,9,54,79,20,34,31,21,18,45.3,46.0
"2011","E00003148","E00003148","Total",343,31,18,8,21,3,9,6,15,13,87,70,17,25,10,8,2,37.5,39.0
"2011","E00003149","E00003149","Total",384,13,10,3,14,6,1,4,12,12,77,57,13,26,62,29,45,55.0,53.0
"2011","E00003150","E00003150","Total",282,11,8,5,17,2,10,7,15,18,53,61,16,38,17,2,2,42.1,44.0
"2011","E00003189","E00003189","Total",390,36,12,5,23,4,9,11,15,14,129,59,24,24,18,4,3,37.0,36.0
"2011","E00003190","E00003190","Total",333,34,7,7,16,2,10,6,11,24,95,80,11,19,7,4,0,36.1,37.0
"2011","E00003193","E00003193","Total",250,16,8,4,7,7,8,4,14,28,49,42,21,17,15,8,2,40.3,37.0
"2011","E00003229","E00003229","Total",308,30,13,8,16,4,8,5,15,14,104,48,20,13,9,0,1,34.3,34.0
"2011","E00003230","E00003230","Total",339,28,15,6,26,3,9,7,13,14,90,74,12,23,15,2,2,36.9,38.0
"2011","E00003191","E00003191","Total",508,46,22,10,34,10,14,13,18,32,142,98,10,27,22,7,3,35.5,35.5
"2011","E00003192","E00003192","Total",276,22,8,8,13,1,5,5,16,9,84,50,17,18,12,6,2,39.1,40.0
"2011","E00003195","E00003195","Total",321,37,9,2,20,0,5,4,12,13,94,72,17,13,14,6,3,37.9,38.0
"2011","E00003200","E00003200","Total",354,25,17,10,24,0,8,9,18,24,102,69,11,21,10,3,3,35.8,36.0
"2011","E00003231","E00003231","Total",213,16,7,7,15,2,2,1,9,13,55,36,10,18,19,2,1,39.6,38.0
"2011","E00003237","E00003237","Total",353,28,10,8,18,4,9,9,24,35,117,55,8,16,9,2,1,34.0,33.0
"2011","E00003240","E00003240","Total",239,11,2,4,9,5,4,4,5,13,45,41,14,32,36,9,5,49.7,52.0
"2011","E00003268","E00003268","Total",418,33,21,11,19,5,11,9,16,10,107,71,28,44,27,5,1,39.8,41.0
"2011","E00003275","E00003275","Total",205,13,8,5,12,0,2,4,13,12,42,25,7,26,26,6,4,43.6,42.0
"2011","E00003276","E00003276","Total",279,20,14,2,10,3,3,3,19,35,89,41,10,15,8,5,2,35.5,33.0
"2011","E00003279","E00003279","Total",250,18,8,5,9,3,8,5,17,23,54,48,13,23,12,2,2,39.0,38.0
"2011","E00003267","E00003267","Total",347,23,10,6,21,5,9,10,16,17,89,71,15,36,17,0,2,39.0,40.0
"2011","E00003269","E00003269","Total",260,20,14,6,23,6,8,8,13,8,61,55,11,10,17,0,0,35.2,36.0
"2011","E00003272","E00003272","Total",397,44,22,13,26,3,6,9,16,24,102,81,21,16,11,1,2,33.6,35.0
"2011","E00003273","E00003273","Total",312,26,16,10,16,2,4,4,18,31,94,55,8,18,9,1,0,33.8,33.0
"2011","E00003277","E00003277","Total",344,24,16,9,25,6,7,4,19,13,96,67,19,19,14,5,1,36.9,37.0
"2011","E00004051","E00004051","Total",329,11,8,8,24,7,10,6,17,16,47,80,28,43,17,3,4,43.3,45.0
"2011","E00004063","E00004063","Total",312,3,16,11,38,9,13,8,14,5,45,77,17,30,20,5,1,40.1,44.0
"2011","E00004066","E00004066","Total",342,14,9,13,25,9,18,9,22,11,37,98,24,30,18,4,1,40.2,45.0
"2011","E00004068","E00004068","Total",327,11,12,9,26,7,10,4,22,13,51,67,25,47,18,5,0,42.1,44.0
"2011","E00004069","E00004069","Total",315,15,9,10,28,10,14,8,9,6,44,92,23,23,16,2,6,40.7,46.0
"2011","E00004059","E00004059","Total",214,3,3,2,9,1,2,0,5,13,35,34,25,33,29,12,8,54.7,59.5
"2011","E00004060","E00004060","Total",271,15,7,7,10,2,7,4,13,20,60,60,11,22,24,5,4,42.5,41.0
"2011","E00004062","E00004062","Total",287,15,15,5,5,3,1,2,8,26,84,54,20,17,23,5,4,42.1,38.0
"2011","E00004064","E00004064","Total",301,15,13,10,19,4,7,2,9,6,38,51,40,38,36,9,4,47.0,51.0
"2011","E00004065","E00004065","Total",336,27,7,11,16,3,4,6,22,37,83,50,17,21,23,7,2,38.5,37.0
"2011","E00004067","E00004067","Total",283,13,10,9,13,10,11,11,15,8,44,64,18,38,10,7,2,41.5,44.0
"2011","E00004048","E00004048","Total",279,11,9,9,27,6,16,6,11,6,32,69,20,30,22,3,2,41.7,46.0
"2011","E00004054","E00004054","Total",315,16,15,3,19,6,12,3,13,9,57,73,21,28,31,6,3,43.3,46.0
"2011","E00004055","E00004055","Total",300,11,9,9,22,9,7,8,16,6,34,81,39,29,16,3,1,42.6,47.0
"2011","E00004057","E00004057","Total",303,10,6,6,21,12,12,7,18,10,31,77,30,40,14,9,0,43.7,47.0
"2011","E00004061","E00004061","Total",353,16,15,9,37,10,9,13,18,7,47,82,22,40,16,10,2,40.6,44.0
"2011","E00004042","E00004042","Total",273,14,7,7,13,1,6,3,7,19,47,68,15,18,27,11,10,46.1,46.0
"2011","E00004050","E00004050","Total",267,16,8,7,13,2,6,3,11,9,43,55,17,34,23,10,10,46.8,49.0
"2011","E00004052","E00004052","Total",371,17,17,16,18,5,12,8,17,12,48,96,33,41,25,5,1,42.6,46.0
"2011","E00004058","E00004058","Total",295,11,9,8,16,4,7,6,9,8,39,62,26,37,32,13,8,48.8,52.0
"2011","E00004072","E00004072","Total",203,10,2,4,4,2,1,6,9,16,64,43,18,11,10,1,2,41.4,40.0
"2011","E00004073","E00004073","Total",231,9,2,1,10,2,4,2,14,18,49,49,16,16,23,8,8,46.5,45.0
"2011","E00004077","E00004077","Total",418,21,15,14,59,12,14,10,14,11,64,110,19,24,22,7,2,37.5,41.0
"2011","E00004104","E00004104","Total",361,10,12,15,43,4,18,8,15,11,60,87,24,24,24,4,2,39.4,43.0
"2011","E00004105","E00004105","Total",363,15,14,9,32,7,15,7,21,8,54,104,31,30,11,5,0,40.2,44.0
"2011","E00004107","E00004107","Total",320,12,17,12,32,7,5,10,15,4,53,79,25,24,18,5,2,39.9,43.0
"2011","E00003111","E00003111","Total",368,13,15,14,26,2,12,3,23,18,72,86,24,35,19,6,0,40.7,43.0
"2011","E00003112","E00003112","Total",310,14,13,8,6,3,10,7,16,6,45,65,21,36,38,13,9,48.4,51.0
