"date","geography","geography code","Rural Urban","Sex: All persons; Occupation: All categories: Occupation; measures: Value","Sex: All persons; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: All persons; Occupation: 2. Professional occupations; measures: Value","Sex: All persons; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: All persons; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: All persons; Occupation: 5. Skilled trades occupations; measures: Value","Sex: All persons; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: All persons; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: All persons; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: All persons; Occupation: 9. Elementary occupations; measures: Value","Sex: Males; Occupation: All categories: Occupation; measures: Value","Sex: Males; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Males; Occupation: 2. Professional occupations; measures: Value","Sex: Males; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Males; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Males; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Males; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Males; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Males; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Males; Occupation: 9. Elementary occupations; measures: Value","Sex: Females; Occupation: All categories: Occupation; measures: Value","Sex: Females; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Females; Occupation: 2. Professional occupations; measures: Value","Sex: Females; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Females; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Females; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Females; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Females; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Females; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Females; Occupation: 9. Elementary occupations; measures: Value"
"2011","E00064952","E00064952","Total",121,2,8,9,14,12,15,10,19,32,62,0,3,6,4,11,4,1,16,17,59,2,5,3,10,1,11,9,3,15
"2011","E00065138","E00065138","Total",98,9,9,4,5,16,14,11,9,21,49,3,7,1,1,14,1,3,7,12,49,6,2,3,4,2,13,8,2,9
"2011","E00065139","E00065139","Total",95,2,7,10,10,13,11,10,9,23,46,2,2,3,4,13,5,3,5,9,49,0,5,7,6,0,6,7,4,14
"2011","E00065141","E00065141","Total",154,6,16,12,16,23,21,15,12,33,66,3,6,5,1,18,3,1,10,19,88,3,10,7,15,5,18,14,2,14
"2011","E00065165","E00065165","Total",68,1,1,2,4,15,9,7,7,22,32,1,0,2,2,14,0,3,7,3,36,0,1,0,2,1,9,4,0,19
"2011","E00065166","E00065166","Total",113,7,9,7,6,15,22,10,12,25,56,4,1,5,5,9,4,3,12,13,57,3,8,2,1,6,18,7,0,12
"2011","E00065140","E00065140","Total",86,4,4,4,6,12,10,13,10,23,45,2,1,2,2,10,3,4,8,13,41,2,3,2,4,2,7,9,2,10
"2011","E00065142","E00065142","Total",45,4,5,4,2,10,3,6,6,5,27,4,2,3,1,8,1,1,5,2,18,0,3,1,1,2,2,5,1,3
"2011","E00065147","E00065147","Total",74,2,6,2,8,15,6,13,12,10,41,2,2,2,1,13,1,5,10,5,33,0,4,0,7,2,5,8,2,5
"2011","E00065149","E00065149","Total",34,1,5,3,2,1,4,3,4,11,20,1,3,3,0,1,0,2,4,6,14,0,2,0,2,0,4,1,0,5
"2011","E00065151","E00065151","Total",137,8,26,11,18,17,8,17,11,21,70,7,12,7,4,14,1,6,11,8,67,1,14,4,14,3,7,11,0,13
"2011","E00065164","E00065164","Total",113,5,6,4,10,17,17,11,11,32,60,3,1,4,3,12,3,7,10,17,53,2,5,0,7,5,14,4,1,15
"2011","E00065144","E00065144","Total",113,6,14,8,9,14,12,15,9,26,53,4,3,3,6,14,1,5,9,8,60,2,11,5,3,0,11,10,0,18
"2011","E00065145","E00065145","Total",84,3,6,10,5,13,9,6,8,24,47,1,3,6,1,13,2,0,6,15,37,2,3,4,4,0,7,6,2,9
"2011","E00065148","E00065148","Total",161,11,15,12,21,25,17,13,21,26,90,9,5,11,5,21,2,4,18,15,71,2,10,1,16,4,15,9,3,11
"2011","E00065154","E00065154","Total",84,1,4,9,4,7,18,4,10,27,38,1,1,5,1,6,2,2,9,11,46,0,3,4,3,1,16,2,1,16
"2011","E00065155","E00065155","Total",108,6,3,4,5,13,13,16,16,32,48,2,1,2,4,8,3,5,13,10,60,4,2,2,1,5,10,11,3,22
"2011","E00064739","E00064739","Total",120,4,7,8,11,15,14,20,16,25,61,3,3,5,4,14,1,6,15,10,59,1,4,3,7,1,13,14,1,15
"2011","E00064740","E00064740","Total",91,4,5,6,6,12,16,13,8,21,45,1,2,3,2,11,3,4,8,11,46,3,3,3,4,1,13,9,0,10
"2011","E00064741","E00064741","Total",116,7,6,4,17,16,15,20,15,16,59,5,0,2,5,15,2,8,11,11,57,2,6,2,12,1,13,12,4,5
"2011","E00064745","E00064745","Total",111,5,12,8,12,13,15,19,11,16,52,3,4,3,1,11,2,9,10,9,59,2,8,5,11,2,13,10,1,7
"2011","E00064747","E00064747","Total",85,3,2,5,7,15,18,13,10,12,44,1,1,2,0,12,5,6,9,8,41,2,1,3,7,3,13,7,1,4
"2011","E00064728","E00064728","Total",152,16,10,15,25,22,12,18,17,17,77,6,6,11,5,21,2,3,17,6,75,10,4,4,20,1,10,15,0,11
"2011","E00064737","E00064737","Total",155,9,17,20,12,26,18,19,18,16,77,4,10,9,3,24,3,2,15,7,78,5,7,11,9,2,15,17,3,9
"2011","E00064738","E00064738","Total",99,17,10,4,10,12,7,16,13,10,54,12,5,2,1,12,1,3,12,6,45,5,5,2,9,0,6,13,1,4
"2011","E00064742","E00064742","Total",168,15,10,20,22,27,15,24,14,21,85,12,5,9,6,25,0,5,12,11,83,3,5,11,16,2,15,19,2,10
"2011","E00064746","E00064746","Total",108,4,2,8,11,16,17,13,16,21,56,1,0,4,3,16,1,4,13,14,52,3,2,4,8,0,16,9,3,7
"2011","E00064749","E00064749","Total",130,10,10,4,12,20,19,15,15,25,66,4,2,3,3,19,4,3,14,14,64,6,8,1,9,1,15,12,1,11
"2011","E00064750","E00064750","Total",105,6,3,9,15,19,11,8,11,23,55,2,2,6,0,17,1,2,10,15,50,4,1,3,15,2,10,6,1,8
"2011","E00064751","E00064751","Total",47,2,1,2,5,7,12,5,9,4,29,1,1,2,3,5,2,3,9,3,18,1,0,0,2,2,10,2,0,1
"2011","E00064756","E00064756","Total",41,0,3,3,2,10,5,6,6,6,23,0,1,3,0,8,0,0,6,5,18,0,2,0,2,2,5,6,0,1
"2011","E00064758","E00064758","Total",101,4,3,7,10,12,10,18,13,24,55,2,2,5,2,11,3,8,11,11,46,2,1,2,8,1,7,10,2,13
"2011","E00064729","E00064729","Total",136,5,16,14,30,20,12,11,16,12,67,2,7,11,3,20,1,2,16,5,69,3,9,3,27,0,11,9,0,7
"2011","E00064731","E00064731","Total",144,9,12,15,21,24,18,11,18,16,78,6,5,12,4,21,1,1,18,10,66,3,7,3,17,3,17,10,0,6
"2011","E00064760","E00064760","Total",120,11,11,11,14,18,18,13,7,17,60,6,6,4,4,17,1,4,7,11,60,5,5,7,10,1,17,9,0,6
"2011","E00064763","E00064763","Total",138,6,10,5,9,25,15,22,22,24,70,5,3,2,2,20,1,7,19,11,68,1,7,3,7,5,14,15,3,13
"2011","E00064732","E00064732","Total",104,5,3,6,10,17,10,20,13,20,53,2,1,2,4,15,3,4,12,10,51,3,2,4,6,2,7,16,1,10
"2011","E00064733","E00064733","Total",89,5,2,3,6,9,15,9,13,27,39,0,0,2,0,5,5,1,12,14,50,5,2,1,6,4,10,8,1,13
"2011","E00064734","E00064734","Total",126,8,9,6,13,20,20,22,14,14,57,4,0,5,4,18,3,3,12,8,69,4,9,1,9,2,17,19,2,6
"2011","E00064735","E00064735","Total",96,4,3,6,5,13,23,12,12,18,46,1,1,4,1,11,4,5,11,8,50,3,2,2,4,2,19,7,1,10
"2011","E00064765","E00064765","Total",128,7,6,8,10,26,14,21,12,24,76,6,2,7,3,26,2,5,9,16,52,1,4,1,7,0,12,16,3,8
"2011","E00064690","E00064690","Total",153,13,15,14,19,25,14,9,24,20,84,9,5,12,1,24,3,1,21,8,69,4,10,2,18,1,11,8,3,12
"2011","E00064699","E00064699","Total",109,7,4,13,15,22,10,9,17,12,62,6,3,7,0,20,2,2,15,7,47,1,1,6,15,2,8,7,2,5
"2011","E00064702","E00064702","Total",131,6,3,15,15,25,16,17,14,20,68,3,1,9,3,22,1,4,14,11,63,3,2,6,12,3,15,13,0,9
"2011","E00170776","E00170776","Total",232,17,30,35,31,36,17,28,18,20,124,11,15,24,8,34,1,3,17,11,108,6,15,11,23,2,16,25,1,9
"2011","E00170777","E00170777","Total",213,14,28,32,26,25,20,21,23,24,110,11,11,18,5,23,2,7,19,14,103,3,17,14,21,2,18,14,4,10
"2011","E00064670","E00064670","Total",173,20,17,25,15,22,21,19,13,21,90,15,6,13,1,21,2,4,13,15,83,5,11,12,14,1,19,15,0,6
"2011","E00064673","E00064673","Total",201,15,26,29,24,27,20,25,22,13,104,14,9,17,3,25,2,8,21,5,97,1,17,12,21,2,18,17,1,8
"2011","E00064695","E00064695","Total",123,6,9,15,17,15,16,11,13,21,58,2,5,11,5,10,1,2,10,12,65,4,4,4,12,5,15,9,3,9
"2011","E00064701","E00064701","Total",130,13,14,16,15,24,23,8,7,10,70,10,10,10,1,20,6,1,7,5,60,3,4,6,14,4,17,7,0,5
"2011","E00064705","E00064705","Total",60,5,7,11,6,9,2,8,6,6,33,4,4,4,1,9,0,3,6,2,27,1,3,7,5,0,2,5,0,4
"2011","E00064727","E00064727","Total",93,2,2,4,7,20,15,15,12,16,45,1,1,4,2,16,2,5,8,6,48,1,1,0,5,4,13,10,4,10
"2011","E00064730","E00064730","Total",114,5,4,8,13,19,13,17,15,20,51,2,2,4,1,17,0,0,13,12,63,3,2,4,12,2,13,17,2,8
"2011","E00064736","E00064736","Total",112,6,3,8,12,17,16,12,13,25,52,0,1,3,2,14,3,4,13,12,60,6,2,5,10,3,13,8,0,13
"2011","E00064743","E00064743","Total",140,7,4,6,3,10,28,26,29,27,75,3,1,4,0,9,4,11,28,15,65,4,3,2,3,1,24,15,1,12
"2011","E00064744","E00064744","Total",92,9,3,5,10,9,10,14,15,17,45,5,0,1,1,7,1,4,15,11,47,4,3,4,9,2,9,10,0,6
"2011","E00064748","E00064748","Total",56,0,2,2,4,14,9,11,7,7,32,0,0,2,2,13,0,3,7,5,24,0,2,0,2,1,9,8,0,2
"2011","E00064752","E00064752","Total",82,7,4,6,9,14,11,9,8,14,42,3,3,6,3,12,1,2,7,5,40,4,1,0,6,2,10,7,1,9
"2011","E00064753","E00064753","Total",115,3,9,9,10,24,13,13,15,19,59,1,6,3,1,18,4,2,13,11,56,2,3,6,9,6,9,11,2,8
"2011","E00064754","E00064754","Total",87,4,5,6,4,7,16,8,12,25,39,3,3,1,1,7,2,1,10,11,48,1,2,5,3,0,14,7,2,14
"2011","E00064755","E00064755","Total",115,2,6,7,15,18,14,14,18,21,61,1,2,3,7,18,0,6,17,7,54,1,4,4,8,0,14,8,1,14
"2011","E00064757","E00064757","Total",123,8,7,10,15,13,14,7,20,29,65,3,5,6,4,11,2,2,16,16,58,5,2,4,11,2,12,5,4,13
"2011","E00064759","E00064759","Total",112,9,7,4,7,18,16,13,11,27,62,5,5,2,1,17,1,3,11,17,50,4,2,2,6,1,15,10,0,10
"2011","E00064761","E00064761","Total",112,5,6,10,12,10,21,10,16,22,53,4,3,5,1,8,4,2,14,12,59,1,3,5,11,2,17,8,2,10
"2011","E00064762","E00064762","Total",101,6,3,9,7,20,10,16,10,20,54,3,2,3,1,17,3,6,9,10,47,3,1,6,6,3,7,10,1,10
"2011","E00064764","E00064764","Total",98,4,6,8,4,17,13,14,11,21,48,3,4,6,0,13,0,3,9,10,50,1,2,2,4,4,13,11,2,11
"2011","E00064766","E00064766","Total",92,3,5,6,10,11,17,9,12,19,43,1,3,3,3,10,1,2,12,8,49,2,2,3,7,1,16,7,0,11
"2011","E00064681","E00064681","Total",129,11,10,16,22,22,15,9,11,13,64,8,5,8,5,21,1,0,9,7,65,3,5,8,17,1,14,9,2,6
"2011","E00064682","E00064682","Total",27,2,0,3,4,4,2,2,5,5,15,2,0,0,0,4,0,2,4,3,12,0,0,3,4,0,2,0,1,2
"2011","E00064685","E00064685","Total",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
"2011","E00064688","E00064688","Total",12,0,3,0,1,0,1,1,2,4,5,0,1,0,1,0,0,1,1,1,7,0,2,0,0,0,1,0,1,3
"2011","E00170770","E00170770","Total",329,28,38,45,53,42,29,31,25,38,169,21,14,32,10,37,3,10,24,18,160,7,24,13,43,5,26,21,1,20
"2011","E00064669","E00064669","Total",60,1,3,5,3,10,3,9,15,11,34,1,1,2,0,10,1,1,15,3,26,0,2,3,3,0,2,8,0,8
"2011","E00064692","E00064692","Total",92,6,2,10,8,9,9,15,12,21,46,1,1,6,3,9,1,2,12,11,46,5,1,4,5,0,8,13,0,10
"2011","E00064693","E00064693","Total",88,8,5,6,8,13,13,11,11,13,53,5,3,6,2,13,3,5,10,6,35,3,2,0,6,0,10,6,1,7
"2011","E00064694","E00064694","Total",54,2,5,7,6,7,6,1,5,15,28,1,3,4,1,6,1,0,4,8,26,1,2,3,5,1,5,1,1,7
"2011","E00064698","E00064698","Total",64,5,5,5,5,5,10,5,8,16,31,4,4,0,2,5,3,1,7,5,33,1,1,5,3,0,7,4,1,11
"2011","E00064706","E00064706","Total",89,6,7,7,10,19,12,7,7,14,51,4,2,4,2,16,5,4,5,9,38,2,5,3,8,3,7,3,2,5
"2011","E00064691","E00064691","Total",111,7,4,4,17,16,16,14,12,21,51,6,2,0,4,15,0,4,10,10,60,1,2,4,13,1,16,10,2,11
"2011","E00064696","E00064696","Total",72,4,0,8,7,14,6,14,8,11,36,2,0,3,2,14,1,2,8,4,36,2,0,5,5,0,5,12,0,7
"2011","E00064697","E00064697","Total",139,11,10,15,21,17,15,11,17,22,70,5,5,12,5,15,0,2,15,11,69,6,5,3,16,2,15,9,2,11
"2011","E00064700","E00064700","Total",58,3,4,2,6,6,8,9,10,10,30,1,1,1,1,5,2,3,9,7,28,2,3,1,5,1,6,6,1,3
"2011","E00064703","E00064703","Total",83,5,5,7,8,12,13,10,10,13,42,3,2,6,0,7,2,4,9,9,41,2,3,1,8,5,11,6,1,4
"2011","E00064708","E00064708","Total",141,8,13,17,19,19,19,13,14,19,76,5,6,11,2,17,1,6,13,15,65,3,7,6,17,2,18,7,1,4
"2011","E00064671","E00064671","Total",173,13,23,12,26,27,13,19,22,18,91,10,11,4,5,27,3,4,19,8,82,3,12,8,21,0,10,15,3,10
"2011","E00064672","E00064672","Total",42,5,4,1,5,5,2,4,6,10,27,5,4,0,1,4,1,1,5,6,15,0,0,1,4,1,1,3,1,4
"2011","E00064674","E00064674","Total",160,10,24,14,26,24,17,19,13,13,80,5,13,6,9,23,1,4,11,8,80,5,11,8,17,1,16,15,2,5
"2011","E00064675","E00064675","Total",70,2,5,12,12,8,5,8,8,10,33,0,1,7,2,7,0,1,8,7,37,2,4,5,10,1,5,7,0,3
"2011","E00064704","E00064704","Total",83,10,8,8,9,11,10,8,8,11,48,5,4,5,2,9,3,4,8,8,35,5,4,3,7,2,7,4,0,3
"2011","E00064707","E00064707","Total",96,7,5,8,8,10,12,8,23,15,54,5,2,3,3,10,0,1,21,9,42,2,3,5,5,0,12,7,2,6
"2011","E00064666","E00064666","Total",135,8,7,16,13,18,14,20,14,25,72,5,2,10,1,15,4,4,12,19,63,3,5,6,12,3,10,16,2,6
"2011","E00064676","E00064676","Total",126,5,11,21,14,12,16,19,15,13,56,3,6,11,0,11,2,4,9,10,70,2,5,10,14,1,14,15,6,3
"2011","E00064677","E00064677","Total",131,14,9,17,18,19,13,20,11,10,67,8,3,9,5,17,3,4,11,7,64,6,6,8,13,2,10,16,0,3
"2011","E00064678","E00064678","Total",107,4,2,9,11,15,16,9,20,21,55,1,1,5,3,14,1,2,16,12,52,3,1,4,8,1,15,7,4,9
"2011","E00064679","E00064679","Total",120,11,7,5,11,19,21,12,16,18,62,6,2,3,2,18,5,3,15,8,58,5,5,2,9,1,16,9,1,10
"2011","E00064680","E00064680","Total",82,6,1,10,7,14,10,9,13,12,48,3,1,6,2,12,1,3,11,9,34,3,0,4,5,2,9,6,2,3
"2011","E00064390","E00064390","Total",142,8,14,16,17,35,10,13,8,21,81,6,8,12,3,35,0,2,5,10,61,2,6,4,14,0,10,11,3,11
"2011","E00064392","E00064392","Total",155,7,20,24,17,21,11,27,12,16,80,3,11,12,5,20,2,9,9,9,75,4,9,12,12,1,9,18,3,7
"2011","E00064393","E00064393","Total",194,18,27,19,27,27,12,21,13,30,95,12,12,12,5,22,0,4,13,15,99,6,15,7,22,5,12,17,0,15
"2011","E00064394","E00064394","Total",192,22,37,17,24,29,21,22,14,6,101,15,15,13,6,27,6,6,11,2,91,7,22,4,18,2,15,16,3,4
"2011","E00064395","E00064395","Total",159,16,28,22,21,24,16,11,4,17,82,8,10,16,4,23,2,5,4,10,77,8,18,6,17,1,14,6,0,7
"2011","E00064396","E00064396","Total",119,7,18,17,13,16,12,9,9,18,65,5,9,10,6,15,0,4,9,7,54,2,9,7,7,1,12,5,0,11
"2011","E00064397","E00064397","Total",162,15,35,13,17,24,17,11,14,16,85,8,15,6,10,20,3,4,11,8,77,7,20,7,7,4,14,7,3,8
"2011","E00064398","E00064398","Total",166,9,30,23,19,34,10,16,8,17,82,6,10,12,7,30,0,6,5,6,84,3,20,11,12,4,10,10,3,11
"2011","E00064399","E00064399","Total",130,6,23,14,10,13,10,22,3,29,61,2,9,10,1,10,0,11,3,15,69,4,14,4,9,3,10,11,0,14
"2011","E00064400","E00064400","Total",135,11,16,11,11,6,17,28,8,27,65,6,9,7,3,4,6,10,6,14,70,5,7,4,8,2,11,18,2,13
"2011","E00065162","E00065162","Total",198,10,31,15,12,14,15,39,19,43,102,5,15,4,7,13,5,14,16,23,96,5,16,11,5,1,10,25,3,20
"2011","E00065163","E00065163","Total",131,3,15,11,5,3,7,49,5,33,67,2,3,6,3,3,3,23,4,20,64,1,12,5,2,0,4,26,1,13
"2011","E00170749","E00170749","Total",124,11,23,11,8,10,7,29,1,24,70,7,16,6,2,9,3,16,1,10,54,4,7,5,6,1,4,13,0,14
"2011","E00170779","E00170779","Total",67,1,8,6,4,4,5,24,3,12,33,1,3,2,2,4,1,10,2,8,34,0,5,4,2,0,4,14,1,4
"2011","E00065143","E00065143","Total",128,7,17,17,10,22,9,17,9,20,71,4,9,9,0,19,1,8,9,12,57,3,8,8,10,3,8,9,0,8
"2011","E00065146","E00065146","Total",117,3,20,11,13,13,13,13,12,19,60,2,10,8,0,12,4,4,11,9,57,1,10,3,13,1,9,9,1,10
"2011","E00065150","E00065150","Total",71,8,17,9,9,3,8,8,1,8,36,6,6,9,2,3,2,4,1,3,35,2,11,0,7,0,6,4,0,5
"2011","E00065157","E00065157","Total",119,15,19,13,10,15,15,12,6,14,56,11,6,7,3,14,1,4,6,4,63,4,13,6,7,1,14,8,0,10
"2011","E00065160","E00065160","Total",300,34,78,37,45,25,15,30,18,18,157,22,42,24,14,19,2,11,15,8,143,12,36,13,31,6,13,19,3,10
"2011","E00064634","E00064634","Total",199,25,25,27,28,34,11,16,14,19,109,14,14,14,5,33,2,4,11,12,90,11,11,13,23,1,9,12,3,7
"2011","E00064637","E00064637","Total",196,21,20,20,24,31,24,19,15,22,105,12,9,12,3,28,6,7,15,13,91,9,11,8,21,3,18,12,0,9
"2011","E00064639","E00064639","Total",218,15,29,36,27,27,25,22,21,16,116,11,16,22,1,25,3,7,20,11,102,4,13,14,26,2,22,15,1,5
"2011","E00064642","E00064642","Total",162,11,17,18,22,32,17,16,10,19,83,7,7,11,7,31,0,2,9,9,79,4,10,7,15,1,17,14,1,10
"2011","E00064629","E00064629","Total",183,11,16,20,28,37,14,22,17,18,94,9,7,16,6,32,1,3,14,6,89,2,9,4,22,5,13,19,3,12
"2011","E00064632","E00064632","Total",155,7,13,16,32,28,11,14,14,20,85,6,8,10,4,26,2,5,14,10,70,1,5,6,28,2,9,9,0,10
"2011","E00064659","E00064659","Total",235,19,25,28,50,37,31,16,14,15,124,15,13,19,10,37,6,3,13,8,111,4,12,9,40,0,25,13,1,7
"2011","E00064661","E00064661","Total",246,20,31,35,32,40,23,19,23,23,134,12,8,25,3,38,4,5,22,17,112,8,23,10,29,2,19,14,1,6
"2011","E00064663","E00064663","Total",184,10,20,18,27,28,22,24,21,14,85,7,10,12,4,24,1,2,19,6,99,3,10,6,23,4,21,22,2,8
"2011","E00064628","E00064628","Total",177,10,10,24,25,25,15,26,21,21,91,6,6,13,6,23,1,5,17,14,86,4,4,11,19,2,14,21,4,7
"2011","E00064630","E00064630","Total",178,6,15,14,35,28,19,27,16,18,86,2,6,8,5,27,4,6,16,12,92,4,9,6,30,1,15,21,0,6
"2011","E00064638","E00064638","Total",131,9,14,24,24,26,10,10,4,10,68,7,5,14,4,25,2,1,3,7,63,2,9,10,20,1,8,9,1,3
"2011","E00064662","E00064662","Total",124,14,18,13,19,16,12,15,9,8,64,10,11,6,2,15,2,7,9,2,60,4,7,7,17,1,10,8,0,6
"2011","E00064664","E00064664","Total",179,12,19,30,32,29,16,13,13,15,87,8,8,15,3,29,1,3,12,8,92,4,11,15,29,0,15,10,1,7
"2011","E00064627","E00064627","Total",327,35,32,40,49,43,32,26,41,29,174,19,19,22,11,39,3,9,33,19,153,16,13,18,38,4,29,17,8,10
"2011","E00064631","E00064631","Total",145,9,4,14,20,26,17,13,31,11,80,5,1,5,5,25,3,2,27,7,65,4,3,9,15,1,14,11,4,4
"2011","E00064633","E00064633","Total",141,13,17,2,16,26,16,21,17,13,75,10,6,2,1,25,3,4,15,9,66,3,11,0,15,1,13,17,2,4
"2011","E00064635","E00064635","Total",164,24,18,21,27,15,12,13,19,15,85,20,6,11,6,15,0,1,19,7,79,4,12,10,21,0,12,12,0,8
"2011","E00064636","E00064636","Total",161,8,17,20,17,40,6,26,9,18,88,5,10,12,3,37,0,4,8,9,73,3,7,8,14,3,6,22,1,9
"2011","E00064641","E00064641","Total",167,10,12,16,23,24,25,16,13,28,86,6,7,11,6,23,4,3,12,14,81,4,5,5,17,1,21,13,1,14
"2011","E00064646","E00064646","Total",169,14,26,25,18,20,23,11,18,14,87,13,12,15,3,18,1,2,17,6,82,1,14,10,15,2,22,9,1,8
"2011","E00064647","E00064647","Total",167,21,13,16,19,26,17,20,16,19,80,11,3,7,2,24,1,4,16,12,87,10,10,9,17,2,16,16,0,7
"2011","E00064648","E00064648","Total",152,9,17,19,25,16,18,14,12,22,77,6,11,9,8,15,3,1,10,14,75,3,6,10,17,1,15,13,2,8
"2011","E00064518","E00064518","Total",182,6,36,20,29,35,14,16,10,16,95,6,18,12,7,33,2,3,9,5,87,0,18,8,22,2,12,13,1,11
"2011","E00064522","E00064522","Total",184,8,26,32,28,24,23,12,10,21,90,7,11,18,2,24,7,2,9,10,94,1,15,14,26,0,16,10,1,11
"2011","E00064523","E00064523","Total",204,17,31,19,31,31,9,24,20,22,105,12,10,12,3,30,1,6,18,13,99,5,21,7,28,1,8,18,2,9
"2011","E00064525","E00064525","Total",189,13,30,28,28,29,20,14,11,16,95,8,15,17,4,27,3,4,11,6,94,5,15,11,24,2,17,10,0,10
"2011","E00064532","E00064532","Total",149,15,27,26,19,18,8,8,10,18,80,13,9,16,2,17,2,4,9,8,69,2,18,10,17,1,6,4,1,10
"2011","E00064509","E00064509","Total",174,17,44,27,19,16,20,8,12,11,92,11,19,17,5,16,3,3,11,7,82,6,25,10,14,0,17,5,1,4
"2011","E00064526","E00064526","Total",177,10,20,29,25,22,18,14,20,19,88,8,6,19,1,20,2,4,18,10,89,2,14,10,24,2,16,10,2,9
"2011","E00064528","E00064528","Total",128,12,33,16,9,18,14,9,7,10,69,5,14,10,0,18,5,4,6,7,59,7,19,6,9,0,9,5,1,3
"2011","E00064530","E00064530","Total",131,7,25,22,17,13,16,9,7,15,65,5,12,13,5,11,3,5,6,5,66,2,13,9,12,2,13,4,1,10
"2011","E00064531","E00064531","Total",191,13,26,25,19,39,26,12,12,19,102,7,10,15,5,38,5,2,11,9,89,6,16,10,14,1,21,10,1,10
"2011","E00064515","E00064515","Total",149,22,61,12,9,17,15,3,5,5,78,15,23,11,3,16,3,1,5,1,71,7,38,1,6,1,12,2,0,4
"2011","E00064516","E00064516","Total",132,10,21,23,16,16,11,17,5,13,67,6,8,14,4,16,2,6,5,6,65,4,13,9,12,0,9,11,0,7
"2011","E00064521","E00064521","Total",163,10,23,22,23,18,17,16,19,15,84,5,13,12,6,17,1,7,17,6,79,5,10,10,17,1,16,9,2,9
"2011","E00064524","E00064524","Total",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"2011","E00064529","E00064529","Total",203,30,87,22,17,13,14,6,4,10,105,23,45,10,5,12,1,2,3,4,98,7,42,12,12,1,13,4,1,6
"2011","E00064510","E00064510","Total",175,8,25,16,19,31,29,20,14,13,87,6,6,12,2,30,4,5,14,8,88,2,19,4,17,1,25,15,0,5
"2011","E00064511","E00064511","Total",189,14,24,23,22,40,19,15,14,18,102,9,12,11,5,39,1,5,13,7,87,5,12,12,17,1,18,10,1,11
"2011","E00064514","E00064514","Total",198,16,25,17,30,30,25,15,18,22,118,12,16,11,7,29,8,6,17,12,80,4,9,6,23,1,17,9,1,10
"2011","E00064519","E00064519","Total",143,19,12,14,16,21,16,21,9,15,76,14,5,7,3,19,7,4,8,9,67,5,7,7,13,2,9,17,1,6
"2011","E00064527","E00064527","Total",185,12,23,17,20,29,16,22,20,26,99,8,14,10,5,27,3,7,17,8,86,4,9,7,15,2,13,15,3,18
"2011","E00065152","E00065152","Total",118,6,19,11,12,22,15,8,10,15,61,4,7,4,4,20,3,2,10,7,57,2,12,7,8,2,12,6,0,8
"2011","E00065153","E00065153","Total",191,12,43,22,24,25,23,15,11,16,99,9,20,12,6,22,2,10,11,7,92,3,23,10,18,3,21,5,0,9
"2011","E00065158","E00065158","Total",271,18,66,30,23,29,28,27,21,29,139,12,32,20,1,28,5,7,19,15,132,6,34,10,22,1,23,20,2,14
"2011","E00065159","E00065159","Total",116,7,5,6,6,12,22,16,14,28,54,4,1,4,2,11,2,2,13,15,62,3,4,2,4,1,20,14,1,13
"2011","E00065161","E00065161","Total",157,8,33,20,9,16,15,17,17,22,82,2,15,13,1,15,2,7,15,12,75,6,18,7,8,1,13,10,2,10
"2011","E00064334","E00064334","Total",136,10,18,15,7,19,10,13,12,32,80,5,6,11,6,17,1,5,11,18,56,5,12,4,1,2,9,8,1,14
"2011","E00064352","E00064352","Total",127,9,12,12,4,19,4,8,19,40,82,8,5,6,2,18,2,6,11,24,45,1,7,6,2,1,2,2,8,16
"2011","E00064353","E00064353","Total",42,5,3,9,3,7,2,5,4,4,23,3,2,4,0,7,1,3,3,0,19,2,1,5,3,0,1,2,1,4
"2011","E00064354","E00064354","Total",184,14,47,26,8,20,9,20,11,29,108,9,22,17,3,18,2,11,10,16,76,5,25,9,5,2,7,9,1,13
"2011","E00064361","E00064361","Total",153,7,19,14,10,15,12,14,16,46,105,4,14,10,7,13,6,9,12,30,48,3,5,4,3,2,6,5,4,16
"2011","E00064364","E00064364","Total",68,7,8,3,4,7,11,6,4,18,33,4,4,2,2,4,1,3,1,12,35,3,4,1,2,3,10,3,3,6
