"date","geography","geography code","Rural Urban","Sex: All persons; Occupation: All categories: Occupation; measures: Value","Sex: All persons; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: All persons; Occupation: 2. Professional occupations; measures: Value","Sex: All persons; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: All persons; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: All persons; Occupation: 5. Skilled trades occupations; measures: Value","Sex: All persons; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: All persons; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: All persons; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: All persons; Occupation: 9. Elementary occupations; measures: Value","Sex: Males; Occupation: All categories: Occupation; measures: Value","Sex: Males; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Males; Occupation: 2. Professional occupations; measures: Value","Sex: Males; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Males; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Males; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Males; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Males; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Males; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Males; Occupation: 9. Elementary occupations; measures: Value","Sex: Females; Occupation: All categories: Occupation; measures: Value","Sex: Females; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Females; Occupation: 2. Professional occupations; measures: Value","Sex: Females; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Females; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Females; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Females; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Females; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Females; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Females; Occupation: 9. Elementary occupations; measures: Value"
"2011","E00170768","E00170768","Total",197,14,56,28,21,28,14,12,14,10,103,8,27,14,6,24,2,2,12,8,94,6,29,14,15,4,12,10,2,2
"2011","E00170772","E00170772","Total",221,24,32,36,34,28,15,19,17,16,113,15,18,22,7,26,0,3,13,9,108,9,14,14,27,2,15,16,4,7
"2011","E00064713","E00064713","Total",208,18,22,20,23,37,26,20,23,19,106,9,9,12,2,34,4,3,22,11,102,9,13,8,21,3,22,17,1,8
"2011","E00064715","E00064715","Total",285,28,41,40,26,44,22,35,20,29,149,18,18,21,6,42,4,6,18,16,136,10,23,19,20,2,18,29,2,13
"2011","E00170763","E00170763","Total",187,14,32,25,29,24,15,23,15,10,93,8,14,17,7,23,2,5,12,5,94,6,18,8,22,1,13,18,3,5
"2011","E00170767","E00170767","Total",225,19,28,29,36,28,21,23,19,22,122,10,10,22,8,28,4,9,19,12,103,9,18,7,28,0,17,14,0,10
"2011","E00064454","E00064454","Total",103,2,3,6,8,15,18,11,11,29,56,2,2,5,3,14,3,3,10,14,47,0,1,1,5,1,15,8,1,15
"2011","E00064455","E00064455","Total",121,6,1,4,9,17,23,16,14,31,57,2,0,2,4,16,3,4,10,16,64,4,1,2,5,1,20,12,4,15
"2011","E00064456","E00064456","Total",37,3,1,1,2,9,5,6,3,7,17,1,0,1,1,8,0,0,2,4,20,2,1,0,1,1,5,6,1,3
"2011","E00064457","E00064457","Total",137,6,7,7,2,14,15,19,27,40,70,5,2,5,0,13,1,2,20,22,67,1,5,2,2,1,14,17,7,18
"2011","E00064480","E00064480","Total",85,2,2,6,4,16,12,15,11,17,37,1,0,3,1,12,1,3,6,10,48,1,2,3,3,4,11,12,5,7
"2011","E00064481","E00064481","Total",92,1,2,7,7,13,8,19,21,14,43,0,2,5,3,11,1,2,16,3,49,1,0,2,4,2,7,17,5,11
"2011","E00064500","E00064500","Total",38,1,1,2,2,7,5,4,7,9,24,0,1,2,1,7,0,1,5,7,14,1,0,0,1,0,5,3,2,2
"2011","E00064503","E00064503","Total",92,6,5,6,11,7,12,13,15,17,48,3,3,4,3,4,1,6,14,10,44,3,2,2,8,3,11,7,1,7
"2011","E00064504","E00064504","Total",95,1,2,3,12,10,15,9,7,36,48,0,1,3,2,8,2,1,7,24,47,1,1,0,10,2,13,8,0,12
"2011","E00064496","E00064496","Total",119,5,1,5,8,16,18,20,17,29,53,2,0,2,0,15,1,5,12,16,66,3,1,3,8,1,17,15,5,13
"2011","E00064498","E00064498","Total",93,3,4,6,6,17,10,13,10,24,54,1,3,4,1,15,1,4,9,16,39,2,1,2,5,2,9,9,1,8
"2011","E00064502","E00064502","Total",123,7,7,7,4,20,17,20,23,18,59,4,1,3,0,16,3,4,17,11,64,3,6,4,4,4,14,16,6,7
"2011","E00170762","E00170762","Total",144,2,3,9,7,24,19,28,30,22,76,2,0,6,1,23,1,5,27,11,68,0,3,3,6,1,18,23,3,11
"2011","E00064479","E00064479","Total",97,3,3,3,3,13,14,20,13,25,49,1,3,1,3,10,2,3,11,15,48,2,0,2,0,3,12,17,2,10
"2011","E00064482","E00064482","Total",139,3,2,12,5,21,16,20,31,29,78,0,2,6,1,20,4,5,26,14,61,3,0,6,4,1,12,15,5,15
"2011","E00064484","E00064484","Total",92,6,4,7,6,10,11,17,9,22,42,2,1,5,1,8,4,3,6,12,50,4,3,2,5,2,7,14,3,10
"2011","E00064505","E00064505","Total",95,0,5,7,9,8,14,11,17,24,45,0,1,4,0,8,1,3,16,12,50,0,4,3,9,0,13,8,1,12
"2011","E00064507","E00064507","Total",103,0,0,4,7,17,9,13,19,34,56,0,0,3,0,15,1,3,17,17,47,0,0,1,7,2,8,10,2,17
"2011","E00064483","E00064483","Total",84,2,1,5,9,15,14,12,13,13,45,1,1,1,3,15,1,3,12,8,39,1,0,4,6,0,13,9,1,5
"2011","E00064497","E00064497","Total",104,3,3,4,10,15,15,12,21,21,53,2,2,2,3,14,1,0,20,9,51,1,1,2,7,1,14,12,1,12
"2011","E00064499","E00064499","Total",91,3,3,7,5,9,17,13,18,16,46,2,1,2,1,8,2,4,16,10,45,1,2,5,4,1,15,9,2,6
"2011","E00064501","E00064501","Total",98,6,3,0,6,18,14,9,15,27,57,4,3,0,0,17,4,0,15,14,41,2,0,0,6,1,10,9,0,13
"2011","E00064506","E00064506","Total",97,6,1,8,9,12,16,15,9,21,42,3,0,4,1,11,4,1,7,11,55,3,1,4,8,1,12,14,2,10
"2011","E00064485","E00064485","Total",114,1,4,5,7,18,16,20,17,26,50,0,3,4,0,14,3,2,16,8,64,1,1,1,7,4,13,18,1,18
"2011","E00064486","E00064486","Total",145,5,2,15,10,21,21,19,20,32,74,3,0,6,4,17,4,4,19,17,71,2,2,9,6,4,17,15,1,15
"2011","E00064489","E00064489","Total",136,6,1,9,10,15,14,24,21,36,68,5,0,6,2,13,2,8,18,14,68,1,1,3,8,2,12,16,3,22
"2011","E00064492","E00064492","Total",122,10,7,6,10,19,19,12,23,16,67,4,3,4,4,19,2,4,16,11,55,6,4,2,6,0,17,8,7,5
"2011","E00064968","E00064968","Total",55,2,0,1,4,6,10,8,8,16,33,2,0,1,3,5,3,2,7,10,22,0,0,0,1,1,7,6,1,6
"2011","E00064972","E00064972","Total",36,2,1,0,1,7,3,3,5,14,22,2,1,0,0,6,1,2,4,6,14,0,0,0,1,1,2,1,1,8
"2011","E00064974","E00064974","Total",120,4,3,4,4,21,24,18,15,27,58,2,1,4,0,17,2,8,13,11,62,2,2,0,4,4,22,10,2,16
"2011","E00064977","E00064977","Total",83,4,5,5,4,12,9,6,13,25,40,3,2,1,0,8,2,0,12,12,43,1,3,4,4,4,7,6,1,13
"2011","E00170748","E00170748","Total",91,2,1,9,3,13,14,11,8,30,42,0,1,5,1,11,2,2,7,13,49,2,0,4,2,2,12,9,1,17
"2011","E00064961","E00064961","Total",94,5,0,1,5,9,11,18,13,32,44,2,0,0,2,9,1,5,9,16,50,3,0,1,3,0,10,13,4,16
"2011","E00064962","E00064962","Total",91,6,3,9,5,4,14,14,15,21,41,3,1,6,0,4,3,2,12,10,50,3,2,3,5,0,11,12,3,11
"2011","E00064964","E00064964","Total",60,0,3,2,3,10,7,9,11,15,30,0,2,1,0,9,3,2,9,4,30,0,1,1,3,1,4,7,2,11
"2011","E00064967","E00064967","Total",96,4,4,5,3,11,8,12,18,31,54,3,2,5,0,10,1,5,13,15,42,1,2,0,3,1,7,7,5,16
"2011","E00064969","E00064969","Total",122,6,6,4,10,16,14,19,19,28,69,1,3,2,5,15,5,5,17,16,53,5,3,2,5,1,9,14,2,12
"2011","E00064965","E00064965","Total",79,3,3,5,4,18,12,6,7,21,41,2,1,3,0,18,1,0,5,11,38,1,2,2,4,0,11,6,2,10
"2011","E00064971","E00064971","Total",71,1,3,3,6,7,15,12,8,16,33,1,2,1,3,6,0,6,7,7,38,0,1,2,3,1,15,6,1,9
"2011","E00064973","E00064973","Total",113,3,0,3,6,14,11,15,25,36,60,3,0,1,0,14,0,6,22,14,53,0,0,2,6,0,11,9,3,22
"2011","E00064975","E00064975","Total",114,4,1,6,5,13,16,13,18,38,59,2,0,5,1,13,2,5,14,17,55,2,1,1,4,0,14,8,4,21
"2011","E00064939","E00064939","Total",109,3,4,6,7,18,15,15,13,28,53,3,2,3,3,16,2,4,11,9,56,0,2,3,4,2,13,11,2,19
"2011","E00064945","E00064945","Total",95,2,4,5,7,18,14,7,17,21,49,1,2,1,3,16,2,2,14,8,46,1,2,4,4,2,12,5,3,13
"2011","E00064947","E00064947","Total",89,3,1,4,4,19,14,10,14,20,52,1,0,2,0,19,6,4,10,10,37,2,1,2,4,0,8,6,4,10
"2011","E00064976","E00064976","Total",78,7,2,5,7,9,8,10,12,18,43,4,0,4,2,9,1,2,10,11,35,3,2,1,5,0,7,8,2,7
"2011","E00064978","E00064978","Total",126,5,3,10,5,14,22,20,21,26,63,3,1,6,2,14,2,6,19,10,63,2,2,4,3,0,20,14,2,16
"2011","E00064940","E00064940","Total",89,5,2,8,7,9,12,11,7,28,40,1,0,7,1,5,2,3,6,15,49,4,2,1,6,4,10,8,1,13
"2011","E00064942","E00064942","Total",90,0,1,3,8,17,16,10,8,27,44,0,0,2,2,14,1,5,8,12,46,0,1,1,6,3,15,5,0,15
"2011","E00064944","E00064944","Total",26,3,1,4,2,4,2,3,1,6,17,2,1,4,1,4,0,1,1,3,9,1,0,0,1,0,2,2,0,3
"2011","E00064948","E00064948","Total",77,3,2,5,4,8,8,10,20,17,44,2,0,4,3,5,2,4,16,8,33,1,2,1,1,3,6,6,4,9
"2011","E00170750","E00170750","Total",103,2,2,6,10,16,13,12,20,22,57,2,0,4,1,13,3,2,19,13,46,0,2,2,9,3,10,10,1,9
"2011","E00064465","E00064465","Total",144,8,4,6,11,27,22,17,22,27,72,3,0,4,0,26,1,5,19,14,72,5,4,2,11,1,21,12,3,13
"2011","E00064466","E00064466","Total",157,6,4,9,7,20,20,26,24,41,83,2,3,7,3,16,1,7,22,22,74,4,1,2,4,4,19,19,2,19
"2011","E00064467","E00064467","Total",82,2,4,5,8,10,11,14,9,19,41,1,1,4,4,8,1,5,8,9,41,1,3,1,4,2,10,9,1,10
"2011","E00064468","E00064468","Total",123,5,5,4,8,17,24,12,16,32,64,2,4,1,1,16,4,3,13,20,59,3,1,3,7,1,20,9,3,12
"2011","E00064453","E00064453","Total",91,3,2,3,5,21,16,13,11,17,42,0,1,2,0,18,2,4,11,4,49,3,1,1,5,3,14,9,0,13
"2011","E00064458","E00064458","Total",35,0,2,0,2,5,3,4,9,10,29,0,1,0,1,5,2,4,8,8,6,0,1,0,1,0,1,0,1,2
"2011","E00064459","E00064459","Total",145,10,7,12,12,17,21,19,18,29,68,3,4,8,1,15,2,4,15,16,77,7,3,4,11,2,19,15,3,13
"2011","E00064460","E00064460","Total",125,6,6,1,4,15,17,25,20,31,55,2,2,1,0,14,4,2,18,12,70,4,4,0,4,1,13,23,2,19
"2011","E00064462","E00064462","Total",143,5,12,10,12,22,15,22,19,26,73,3,5,7,3,19,2,8,15,11,70,2,7,3,9,3,13,14,4,15
"2011","E00064463","E00064463","Total",107,6,3,2,11,14,14,18,13,26,48,5,2,1,1,12,0,2,11,14,59,1,1,1,10,2,14,16,2,12
"2011","E00064464","E00064464","Total",84,8,1,3,2,4,19,13,11,23,32,5,0,2,0,2,2,1,8,12,52,3,1,1,2,2,17,12,3,11
"2011","E00170751","E00170751","Total",230,22,27,28,29,28,24,22,21,29,115,11,12,17,3,27,2,6,18,19,115,11,15,11,26,1,22,16,3,10
"2011","E00170752","E00170752","Total",199,14,22,19,32,37,20,20,18,17,101,7,7,12,7,35,2,7,15,9,98,7,15,7,25,2,18,13,3,8
"2011","E00170781","E00170781","Total",225,22,18,36,28,32,31,22,20,16,114,15,7,23,6,31,6,1,19,6,111,7,11,13,22,1,25,21,1,10
"2011","E00064487","E00064487","Total",70,2,0,3,7,10,6,14,14,14,36,1,0,2,1,8,0,4,13,7,34,1,0,1,6,2,6,10,1,7
"2011","E00064488","E00064488","Total",118,5,7,5,7,23,16,14,22,19,65,1,4,5,0,21,2,3,19,10,53,4,3,0,7,2,14,11,3,9
"2011","E00064490","E00064490","Total",98,5,5,6,7,14,12,11,17,21,51,2,4,4,0,12,1,2,15,11,47,3,1,2,7,2,11,9,2,10
"2011","E00064491","E00064491","Total",98,3,5,6,9,16,14,11,14,20,54,2,1,4,1,14,4,2,13,13,44,1,4,2,8,2,10,9,1,7
"2011","E00064493","E00064493","Total",82,3,7,12,7,16,11,7,10,9,42,3,2,6,0,15,3,1,7,5,40,0,5,6,7,1,8,6,3,4
"2011","E00065119","E00065119","Total",118,5,3,4,6,13,18,25,16,28,57,3,2,4,2,11,3,7,12,13,61,2,1,0,4,2,15,18,4,15
"2011","E00065121","E00065121","Total",89,8,3,4,4,11,15,17,11,16,41,4,1,1,2,9,6,4,9,5,48,4,2,3,2,2,9,13,2,11
"2011","E00065125","E00065125","Total",86,3,7,7,3,20,16,10,4,16,43,2,3,3,0,18,1,4,4,8,43,1,4,4,3,2,15,6,0,8
"2011","E00065126","E00065126","Total",130,5,2,9,9,20,14,23,17,31,62,2,2,3,2,16,3,8,10,16,68,3,0,6,7,4,11,15,7,15
"2011","E00065128","E00065128","Total",161,5,9,8,14,20,20,25,25,35,75,1,3,5,2,16,2,6,22,18,86,4,6,3,12,4,18,19,3,17
"2011","E00065100","E00065100","Total",93,2,5,10,5,20,10,10,11,20,56,1,2,5,2,18,1,3,11,13,37,1,3,5,3,2,9,7,0,7
"2011","E00065101","E00065101","Total",103,4,10,11,10,14,22,12,9,11,47,3,4,8,2,11,2,3,8,6,56,1,6,3,8,3,20,9,1,5
"2011","E00065129","E00065129","Total",68,3,0,3,2,12,12,9,12,15,36,0,0,3,0,11,4,3,10,5,32,3,0,0,2,1,8,6,2,10
"2011","E00065130","E00065130","Total",160,9,5,21,18,18,16,21,26,26,82,7,0,13,5,14,1,4,23,15,78,2,5,8,13,4,15,17,3,11
"2011","E00064377","E00064377","Total",141,8,20,13,18,22,8,20,19,13,81,6,8,8,5,21,3,5,19,6,60,2,12,5,13,1,5,15,0,7
"2011","E00064379","E00064379","Total",139,12,20,13,20,21,18,14,8,13,75,8,13,7,5,20,2,5,7,8,64,4,7,6,15,1,16,9,1,5
"2011","E00064384","E00064384","Total",119,7,24,11,15,19,14,8,8,13,60,4,12,6,3,17,2,1,7,8,59,3,12,5,12,2,12,7,1,5
"2011","E00064385","E00064385","Total",119,17,14,17,14,20,10,8,11,8,65,11,6,10,3,20,2,1,9,3,54,6,8,7,11,0,8,7,2,5
"2011","E00064386","E00064386","Total",153,10,19,17,19,29,18,10,17,14,73,3,10,10,4,23,0,2,15,6,80,7,9,7,15,6,18,8,2,8
"2011","E00064387","E00064387","Total",147,9,14,11,18,27,22,18,17,11,72,7,4,4,5,27,2,4,14,5,75,2,10,7,13,0,20,14,3,6
"2011","E00064388","E00064388","Total",168,20,25,15,19,23,14,23,16,13,81,14,10,6,2,23,1,3,15,7,87,6,15,9,17,0,13,20,1,6
"2011","E00064389","E00064389","Total",124,11,10,18,13,14,9,10,21,18,71,7,4,10,2,13,2,2,19,12,53,4,6,8,11,1,7,8,2,6
"2011","E00064391","E00064391","Total",196,15,30,21,25,30,19,20,14,22,108,13,11,9,7,28,3,9,14,14,88,2,19,12,18,2,16,11,0,8
"2011","E00064378","E00064378","Total",169,9,22,18,19,27,23,16,20,15,90,4,9,11,2,26,3,7,18,10,79,5,13,7,17,1,20,9,2,5
"2011","E00064380","E00064380","Total",121,11,10,17,9,26,9,17,10,12,63,8,3,7,5,19,4,3,10,4,58,3,7,10,4,7,5,14,0,8
"2011","E00064383","E00064383","Total",142,12,10,17,27,13,14,16,18,15,73,6,3,10,9,12,3,5,16,9,69,6,7,7,18,1,11,11,2,6
"2011","E00064401","E00064401","Total",145,9,10,9,18,29,14,20,16,20,78,6,7,5,4,26,0,9,12,9,67,3,3,4,14,3,14,11,4,11
"2011","E00064403","E00064403","Total",143,10,23,20,16,24,9,13,17,11,73,7,9,7,3,23,0,5,13,6,70,3,14,13,13,1,9,8,4,5
"2011","E00064381","E00064381","Total",96,11,12,11,17,12,6,5,9,13,53,5,6,8,3,11,1,3,7,9,43,6,6,3,14,1,5,2,2,4
"2011","E00064382","E00064382","Total",110,6,19,9,13,16,13,12,12,10,59,4,13,5,4,13,0,5,10,5,51,2,6,4,9,3,13,7,2,5
"2011","E00064402","E00064402","Total",115,8,21,10,11,18,13,14,7,13,63,6,14,6,3,14,2,3,7,8,52,2,7,4,8,4,11,11,0,5
"2011","E00064404","E00064404","Total",119,7,9,10,24,15,12,11,14,17,66,4,6,8,5,14,3,4,14,8,53,3,3,2,19,1,9,7,0,9
"2011","E00064405","E00064405","Total",109,9,9,10,23,16,9,12,10,11,61,5,2,8,6,16,4,4,8,8,48,4,7,2,17,0,5,8,2,3
"2011","E00064719","E00064719","Total",141,8,12,13,15,21,14,21,21,16,77,4,6,12,1,19,1,6,20,8,64,4,6,1,14,2,13,15,1,8
"2011","E00064721","E00064721","Total",177,16,16,27,15,21,18,19,22,23,100,10,6,19,2,20,4,7,21,11,77,6,10,8,13,1,14,12,1,12
"2011","E00064722","E00064722","Total",151,11,10,10,24,20,16,18,23,19,75,6,4,5,5,19,5,3,21,7,76,5,6,5,19,1,11,15,2,12
"2011","E00064725","E00064725","Total",255,30,26,23,24,39,24,35,23,31,135,20,8,17,3,37,1,11,23,15,120,10,18,6,21,2,23,24,0,16
"2011","E00064726","E00064726","Total",132,3,8,13,19,20,16,12,26,15,68,0,5,10,4,19,0,1,21,8,64,3,3,3,15,1,16,11,5,7
"2011","E00064717","E00064717","Total",201,12,23,22,23,23,15,21,31,31,101,5,8,14,3,20,6,4,27,14,100,7,15,8,20,3,9,17,4,17
"2011","E00064718","E00064718","Total",118,9,12,8,19,13,13,17,12,15,63,5,6,6,7,12,2,5,12,8,55,4,6,2,12,1,11,12,0,7
"2011","E00064720","E00064720","Total",182,11,7,23,19,36,21,14,21,30,93,5,2,14,3,34,2,1,15,17,89,6,5,9,16,2,19,13,6,13
"2011","E00064723","E00064723","Total",136,9,11,14,13,18,18,22,13,18,77,7,6,13,2,16,3,7,12,11,59,2,5,1,11,2,15,15,1,7
"2011","E00064724","E00064724","Total",149,9,8,21,17,14,12,16,25,27,80,5,4,13,3,13,2,2,23,15,69,4,4,8,14,1,10,14,2,12
"2011","E00065098","E00065098","Total",144,13,6,18,16,21,16,16,19,19,80,10,4,12,4,17,2,3,18,10,64,3,2,6,12,4,14,13,1,9
"2011","E00065116","E00065116","Total",157,9,3,10,14,21,8,27,25,40,86,5,2,6,5,19,0,8,23,18,71,4,1,4,9,2,8,19,2,22
"2011","E00065120","E00065120","Total",103,2,6,6,4,15,8,15,17,30,52,2,3,5,2,13,0,2,13,12,51,0,3,1,2,2,8,13,4,18
"2011","E00065124","E00065124","Total",109,4,4,6,8,18,6,15,18,30,56,1,1,3,0,17,0,2,15,17,53,3,3,3,8,1,6,13,3,13
"2011","E00065133","E00065133","Total",179,9,16,20,18,34,19,23,22,18,85,3,6,13,1,28,5,3,20,6,94,6,10,7,17,6,14,20,2,12
"2011","E00065134","E00065134","Total",185,14,12,19,13,26,22,32,18,29,94,11,4,14,2,24,3,6,15,15,91,3,8,5,11,2,19,26,3,14
"2011","E00065135","E00065135","Total",161,6,10,17,13,31,14,27,14,29,79,4,2,12,1,26,2,6,12,14,82,2,8,5,12,5,12,21,2,15
"2011","E00065137","E00065137","Total",194,9,17,7,19,27,25,27,26,37,108,7,10,5,2,26,6,2,26,24,86,2,7,2,17,1,19,25,0,13
"2011","E00065108","E00065108","Total",285,27,28,33,43,41,23,25,30,35,152,19,11,23,8,35,4,8,25,19,133,8,17,10,35,6,19,17,5,16
"2011","E00065109","E00065109","Total",129,11,11,13,20,16,12,17,10,19,67,9,6,7,5,15,2,3,9,11,62,2,5,6,15,1,10,14,1,8
"2011","E00065111","E00065111","Total",195,13,10,21,17,30,35,19,25,25,103,11,5,13,5,29,5,4,18,13,92,2,5,8,12,1,30,15,7,12
"2011","E00065112","E00065112","Total",147,6,14,10,12,29,16,22,12,26,76,4,9,5,1,28,2,7,10,10,71,2,5,5,11,1,14,15,2,16
"2011","E00065136","E00065136","Total",161,10,19,19,17,22,20,21,16,17,88,9,9,12,2,22,4,3,14,13,73,1,10,7,15,0,16,18,2,4
"2011","E00064665","E00064665","Total",174,7,20,31,27,25,17,16,22,9,94,5,10,20,3,24,5,4,18,5,80,2,10,11,24,1,12,12,4,4
"2011","E00064683","E00064683","Total",113,7,19,10,12,11,19,16,10,9,57,3,8,6,4,11,7,4,10,4,56,4,11,4,8,0,12,12,0,5
"2011","E00064684","E00064684","Total",83,4,3,5,8,16,10,13,10,14,41,1,2,3,4,13,0,2,10,6,42,3,1,2,4,3,10,11,0,8
"2011","E00064686","E00064686","Total",199,11,24,24,25,33,21,25,15,21,110,10,13,15,2,33,2,7,15,13,89,1,11,9,23,0,19,18,0,8
"2011","E00064687","E00064687","Total",132,8,11,12,18,19,18,10,15,21,73,7,6,8,2,16,4,4,14,12,59,1,5,4,16,3,14,6,1,9
"2011","E00065099","E00065099","Total",78,3,3,7,5,12,6,15,9,18,42,2,1,4,2,11,1,2,8,11,36,1,2,3,3,1,5,13,1,7
"2011","E00065115","E00065115","Total",127,18,34,18,17,11,12,6,3,8,64,12,15,10,5,11,1,2,3,5,63,6,19,8,12,0,11,4,0,3
"2011","E00065118","E00065118","Total",175,19,29,29,26,28,9,12,8,15,100,9,18,17,9,25,3,2,8,9,75,10,11,12,17,3,6,10,0,6
"2011","E00065122","E00065122","Total",130,16,25,21,17,12,11,10,7,11,71,11,10,16,6,10,0,4,6,8,59,5,15,5,11,2,11,6,1,3
"2011","E00065127","E00065127","Total",195,17,36,20,32,29,11,20,17,13,106,12,16,14,5,29,1,6,14,9,89,5,20,6,27,0,10,14,3,4
"2011","E00065107","E00065107","Total",181,11,32,21,19,23,17,16,16,26,96,6,11,14,6,22,3,2,16,16,85,5,21,7,13,1,14,14,0,10
"2011","E00065114","E00065114","Total",84,3,2,7,5,12,4,19,10,22,46,2,0,6,1,11,1,4,7,14,38,1,2,1,4,1,3,15,3,8
"2011","E00065117","E00065117","Total",170,11,16,23,30,35,13,14,11,17,86,7,4,10,6,32,3,5,9,10,84,4,12,13,24,3,10,9,2,7
"2011","E00065123","E00065123","Total",83,2,2,6,14,4,11,9,15,20,35,1,0,5,1,3,1,3,11,10,48,1,2,1,13,1,10,6,4,10
"2011","E00065132","E00065132","Total",166,13,12,13,21,28,16,13,26,24,91,8,4,6,3,28,3,3,24,12,75,5,8,7,18,0,13,10,2,12
"2011","E00065103","E00065103","Total",231,18,21,25,43,31,22,30,23,18,116,16,6,15,10,30,5,4,22,8,115,2,15,10,33,1,17,26,1,10
"2011","E00065104","E00065104","Total",297,22,35,31,41,59,30,23,34,22,155,13,10,17,5,54,6,5,31,14,142,9,25,14,36,5,24,18,3,8
"2011","E00065105","E00065105","Total",181,14,27,24,24,37,15,21,11,8,89,8,9,14,2,33,2,4,10,7,92,6,18,10,22,4,13,17,1,1
"2011","E00065131","E00065131","Total",118,5,19,15,16,13,12,14,7,17,55,4,9,5,2,13,3,5,6,8,63,1,10,10,14,0,9,9,1,9
"2011","E00065102","E00065102","Total",188,16,32,22,25,18,23,19,27,6,92,10,17,9,6,18,2,5,22,3,96,6,15,13,19,0,21,14,5,3
"2011","E00065106","E00065106","Total",169,12,17,18,29,35,11,18,10,19,95,8,9,11,8,34,2,3,10,10,74,4,8,7,21,1,9,15,0,9
"2011","E00065110","E00065110","Total",165,17,21,18,30,15,18,13,15,18,81,12,9,13,4,15,2,5,14,7,84,5,12,5,26,0,16,8,1,11
"2011","E00065113","E00065113","Total",193,19,25,21,38,34,13,22,6,15,97,14,9,11,7,33,0,10,6,7,96,5,16,10,31,1,13,12,0,8
"2011","E00064953","E00064953","Total",75,3,1,2,5,7,7,9,11,30,34,2,0,0,2,6,0,2,10,12,41,1,1,2,3,1,7,7,1,18
"2011","E00064954","E00064954","Total",112,4,2,3,9,18,24,16,15,21,52,3,0,1,1,13,6,4,14,10,60,1,2,2,8,5,18,12,1,11
"2011","E00064956","E00064956","Total",95,5,5,7,2,9,18,10,13,26,45,3,4,4,0,7,2,1,11,13,50,2,1,3,2,2,16,9,2,13
"2011","E00064957","E00064957","Total",94,3,6,3,7,5,8,16,20,26,44,0,2,1,3,3,1,7,16,11,50,3,4,2,4,2,7,9,4,15
"2011","E00064958","E00064958","Total",82,4,1,3,6,9,15,9,12,23,35,0,0,1,2,6,4,2,9,11,47,4,1,2,4,3,11,7,3,12
"2011","E00064950","E00064950","Total",100,1,3,3,4,14,9,17,9,40,47,1,0,0,1,13,2,3,9,18,53,0,3,3,3,1,7,14,0,22
"2011","E00064951","E00064951","Total",79,4,2,4,9,10,13,8,15,14,37,3,1,1,3,8,3,1,14,3,42,1,1,3,6,2,10,7,1,11
"2011","E00064955","E00064955","Total",90,3,3,5,8,13,18,8,11,21,42,2,0,1,0,12,6,2,10,9,48,1,3,4,8,1,12,6,1,12
"2011","E00064959","E00064959","Total",119,7,2,9,8,21,17,12,16,27,64,4,1,6,1,18,3,4,14,13,55,3,1,3,7,3,14,8,2,14
"2011","E00064960","E00064960","Total",102,3,15,4,4,15,18,9,17,17,54,1,8,2,0,13,2,1,16,11,48,2,7,2,4,2,16,8,1,6
"2011","E00064933","E00064933","Total",121,7,4,10,9,14,15,13,17,32,63,6,1,6,1,13,4,2,16,14,58,1,3,4,8,1,11,11,1,18
"2011","E00064935","E00064935","Total",104,5,3,10,3,16,13,14,10,30,55,2,2,5,1,15,1,4,9,16,49,3,1,5,2,1,12,10,1,14
"2011","E00064937","E00064937","Total",91,2,3,3,5,13,14,17,12,22,44,1,1,2,0,13,1,4,12,10,47,1,2,1,5,0,13,13,0,12
"2011","E00064946","E00064946","Total",111,3,3,8,14,19,13,17,8,26,57,3,1,7,5,13,1,8,6,13,54,0,2,1,9,6,12,9,2,13
"2011","E00064949","E00064949","Total",97,5,7,3,10,12,10,16,14,20,50,2,4,1,3,12,1,4,12,11,47,3,3,2,7,0,9,12,2,9
"2011","E00064936","E00064936","Total",78,1,4,1,6,11,12,15,13,15,37,0,2,1,1,9,2,5,12,5,41,1,2,0,5,2,10,10,1,10
"2011","E00064938","E00064938","Total",109,3,10,4,4,13,16,10,13,36,56,2,4,2,1,11,7,2,12,15,53,1,6,2,3,2,9,8,1,21
"2011","E00064941","E00064941","Total",88,5,3,8,2,12,13,10,18,17,52,3,2,3,1,11,5,4,14,9,36,2,1,5,1,1,8,6,4,8
"2011","E00064943","E00064943","Total",107,4,6,7,11,14,12,14,19,20,55,1,3,3,6,14,1,3,17,7,52,3,3,4,5,0,11,11,2,13
